Unnamed: 0.1,Unnamed: 0,id,fid,h,a,date,league_id,season,h_goals,a_goals,team_h,team_a,h_xg,a_xg,h_w,h_d,h_l,league,h_shot,a_shot,h_shotOnTarget,a_shotOnTarget,h_deep,a_deep,a_ppda,h_ppda
3990,0,23579,1741142,174,170,2024-03-03 12:00:00,5,2023,2,1,Toulouse,Nice,1.50074,1.91177,0.2623,0.2538,0.4839,Ligue 1,17,9,6,6,8,4,11.4,15.3043
3991,0,23601,1741271,210,170,2024-03-16 20:00:00,5,2023,1,3,Lens,Nice,1.36305,1.80693,0.235,0.2549,0.5101,Ligue 1,20,7,4,3,10,3,11.95,7.2581
3992,0,23618,1741288,177,170,2024-04-07 13:00:00,5,2023,0,0,Reims,Nice,0.537635,1.92153,0.0729,0.1725,0.7546,Ligue 1,10,18,3,3,7,8,11.2,9.8846
3993,0,23635,1741305,170,179,2024-04-19 19:00:00,5,2023,3,0,Nice,Lorient,2.51301,0.561667,0.8332,0.1191,0.0477,Ligue 1,19,9,10,4,5,6,15.4286,13.9524
3996,0,23375,1741064,270,171,2023-08-13 13:00:00,5,2023,2,4,Clermont Foot,Monaco,1.97981,3.40428,0.0996,0.163,0.7374,Ligue 1,15,14,7,8,5,11,9.1,10.52
3997,0,23382,1741219,171,225,2023-08-20 15:05:00,5,2023,3,0,Monaco,Strasbourg,1.30947,0.552621,0.5802,0.2952,0.1246,Ligue 1,9,4,4,1,6,1,10.1765,6.575
3998,0,23399,1741236,171,210,2023-09-02 19:00:00,5,2023,3,0,Monaco,Lens,1.24938,0.612432,0.5591,0.2903,0.1506,Ligue 1,12,12,6,1,12,6,11.72,8.7667
3999,0,23411,1741248,179,171,2023-09-17 11:00:00,5,2023,2,2,Lorient,Monaco,0.660724,1.54062,0.1462,0.2656,0.5882,Ligue 1,10,20,3,7,7,13,9.9565,18.7059
4000,0,23438,1741187,177,171,2023-10-07 19:00:00,5,2023,1,3,Reims,Monaco,1.99785,1.74741,0.423,0.2788,0.2982,Ligue 1,11,11,4,4,7,6,6.7188,8.4444
4001,0,23446,1741195,171,180,2023-10-22 15:05:00,5,2023,2,1,Monaco,Metz,1.9731,0.720525,0.6888,0.2101,0.1011,Ligue 1,27,8,13,4,15,3,24.0833,3.3667
4002,0,23466,1741215,171,241,2023-11-05 16:05:00,5,2023,2,0,Monaco,Brest,1.11674,0.73688,0.4636,0.3111,0.2253,Ligue 1,12,15,6,1,8,7,8.1429,9.2069
4003,0,23475,1741700,282,171,2023-11-11 20:00:00,5,2023,0,0,Le Havre,Monaco,1.12627,0.968375,0.3652,0.39,0.2448,Ligue 1,9,10,5,4,2,7,5.5,16.8889
4004,0,23509,1741734,171,178,2023-12-15 20:00:00,5,2023,0,1,Monaco,Lyon,1.40268,0.739288,0.5417,0.288,0.1703,Ligue 1,19,5,4,2,7,3,14.3333,6.8286
4005,0,23517,1741742,174,171,2023-12-20 20:00:00,5,2023,1,2,Toulouse,Monaco,1.58928,2.26628,0.2233,0.2226,0.5541,Ligue 1,20,12,5,4,3,7,12.2727,9.1818
4006,0,23526,1741099,171,177,2024-01-13 16:00:00,5,2023,1,3,Monaco,Reims,1.02592,1.91585,0.1577,0.2281,0.6142,Ligue 1,9,12,5,5,8,1,20.8,6.2424
4007,0,23544,1741117,171,282,2024-02-04 12:00:00,5,2023,1,1,Monaco,Le Havre,1.48516,0.149171,0.7605,0.2127,0.0268,Ligue 1,17,3,5,0,14,0,14.5714,5.2778
4008,0,23562,1741147,171,174,2024-02-18 14:00:00,5,2023,1,2,Monaco,Toulouse,1.69534,1.57778,0.3929,0.2536,0.3535,Ligue 1,22,14,5,7,14,5,15.4211,4.7273
4009,0,23572,1741135,210,171,2024-02-25 12:00:00,5,2023,2,3,Lens,Monaco,2.863,2.33037,0.4987,0.2301,0.2712,Ligue 1,20,15,10,9,15,4,11.2222,7.5926
4010,0,23588,1741258,225,171,2024-03-10 14:00:00,5,2023,0,1,Strasbourg,Monaco,0.268122,1.32837,0.0666,0.2637,0.6697,Ligue 1,8,17,1,6,3,14,7.4444,29.5455
4011,0,23598,1741268,171,179,2024-03-17 14:00:00,5,2023,2,2,Monaco,Lorient,3.43264,0.75287,0.9132,0.0656,0.0212,Ligue 1,23,11,8,6,18,10,19.9,5.5128
4012,0,23613,1741283,180,171,2024-03-30 16:00:00,5,2023,2,5,Metz,Monaco,1.76276,2.86235,0.178,0.1974,0.6246,Ligue 1,13,17,7,7,7,16,8.0,29.8667
4013,0,23640,1741310,241,171,2024-04-21 15:05:00,5,2023,0,2,Brest,Monaco,0.640964,1.30681,0.149,0.2819,0.5691,Ligue 1,12,8,2,3,3,7,13.0,9.3
4016,0,23390,1741227,225,174,2023-08-27 13:00:00,5,2023,2,0,Strasbourg,Toulouse,2.84995,0.308716,0.9442,0.0469,0.0089,Ligue 1,11,7,3,1,2,7,6.7429,13.6667
4017,0,23398,1741235,174,270,2023-09-03 11:00:00,5,2023,2,2,Toulouse,Clermont Foot,0.64111,1.40431,0.1222,0.2748,0.603,Ligue 1,9,14,5,2,4,3,6.8966,11.9286
4018,0,23419,1741256,210,174,2023-09-24 13:00:00,5,2023,2,1,Lens,Toulouse,3.08782,0.649363,0.8866,0.0858,0.0276,Ligue 1,26,7,7,2,21,1,10.35,6.7
4019,0,23427,1741176,174,180,2023-10-01 13:00:00,5,2023,3,0,Toulouse,Metz,2.3397,0.598514,0.8328,0.128,0.0392,Ligue 1,15,8,10,3,14,4,21.0556,7.25
4020,0,23442,1741191,241,174,2023-10-08 13:00:00,5,2023,1,1,Brest,Toulouse,1.61363,1.23903,0.4612,0.2881,0.2507,Ligue 1,13,9,2,3,4,10,9.28,7.2222
4021,0,23444,1741193,174,177,2023-10-22 13:00:00,5,2023,1,1,Toulouse,Reims,0.900833,0.96583,0.3185,0.3312,0.3503,Ligue 1,11,15,5,4,5,6,8.4828,9.1724
4022,0,23463,1741212,174,282,2023-11-05 14:00:00,5,2023,1,2,Toulouse,Le Havre,2.31734,1.21056,0.6757,0.2007,0.1236,Ligue 1,17,15,5,7,8,4,18.0,8.7586
4023,0,23488,1741713,174,179,2023-12-03 14:00:00,5,2023,1,1,Toulouse,Lorient,1.10351,0.645774,0.4927,0.3212,0.1861,Ligue 1,11,11,6,5,10,7,13.2222,8.6207
4024,0,23501,1741726,178,174,2023-12-10 16:05:00,5,2023,3,0,Lyon,Toulouse,3.13849,1.6021,0.7677,0.1533,0.079,Ligue 1,15,16,7,6,9,12,11.8077,17.5333
4025,0,23531,1741104,180,174,2024-01-14 14:00:00,5,2023,0,1,Metz,Toulouse,0.558992,0.952191,0.1586,0.3388,0.5026,Ligue 1,14,4,2,2,2,3,6.24,9.6176
4026,0,23534,1741107,174,210,2024-01-28 16:05:00,5,2023,0,2,Toulouse,Lens,2.4207,1.17066,0.7188,0.1787,0.1025,Ligue 1,13,13,4,5,5,3,14.2632,12.7368
4027,0,23547,1741120,177,174,2024-02-04 14:00:00,5,2023,2,3,Reims,Toulouse,2.02418,1.74173,0.4306,0.2732,0.2962,Ligue 1,17,9,5,4,7,8,10.2857,7.0417
4028,0,23594,1741264,282,174,2024-03-10 14:00:00,5,2023,1,0,Le Havre,Toulouse,1.2502,0.212288,0.6842,0.264,0.0518,Ligue 1,12,5,4,0,3,4,11.4211,19.8333
4029,0,23597,1741267,174,178,2024-03-15 20:00:00,5,2023,2,3,Toulouse,Lyon,2.0594,1.49785,0.532,0.2348,0.2332,Ligue 1,13,18,5,6,14,10,9.95,9.3571
4030,0,23611,1741281,270,174,2024-03-31 14:00:00,5,2023,0,3,Clermont Foot,Toulouse,0.897271,2.30312,0.0812,0.1711,0.7477,Ligue 1,15,11,5,5,1,7,13.48,9.1481
4031,0,23615,1741285,174,225,2024-04-07 13:00:00,5,2023,0,0,Toulouse,Strasbourg,0.825103,0.582127,0.4018,0.3744,0.2238,Ligue 1,11,8,2,1,6,2,12.625,11.129
4034,0,23385,1741222,177,270,2023-08-20 13:00:00,5,2023,2,0,Reims,Clermont Foot,2.41479,0.399613,0.9279,0.0603,0.0118,Ligue 1,8,11,4,4,6,5,13.3889,10.037
4035,0,23405,1741242,180,177,2023-09-03 13:00:00,5,2023,2,2,Metz,Reims,1.14763,0.859494,0.4178,0.3206,0.2616,Ligue 1,12,12,4,2,3,13,5.2581,24.5
4036,0,23414,1741251,177,241,2023-09-17 13:00:00,5,2023,1,2,Reims,Brest,1.97443,1.56067,0.4899,0.2427,0.2674,Ligue 1,13,18,7,7,2,6,6.8621,6.125
4037,0,23432,1741181,177,178,2023-10-01 11:00:00,5,2023,2,0,Reims,Lyon,1.99596,0.389915,0.8267,0.1348,0.0385,Ligue 1,8,11,3,6,4,1,12.32,11.3846
4038,0,23456,1741205,177,179,2023-10-28 15:00:00,5,2023,1,0,Reims,Lorient,0.981549,0.412238,0.5203,0.3422,0.1375,Ligue 1,12,9,5,1,9,6,23.0,6.4
4039,0,23492,1741717,177,225,2023-12-01 19:00:00,5,2023,2,1,Reims,Strasbourg,1.93212,1.82995,0.3877,0.2653,0.347,Ligue 1,13,10,4,3,6,5,17.6875,10.8
4040,0,23511,1741736,210,177,2023-12-16 20:00:00,5,2023,2,0,Lens,Reims,1.26773,0.876139,0.4777,0.293,0.2293,Ligue 1,7,14,2,3,4,5,12.0,12.0833
4041,0,23521,1741746,177,282,2023-12-20 20:00:00,5,2023,1,0,Reims,Le Havre,1.4252,0.459561,0.6274,0.2708,0.1018,Ligue 1,22,4,7,1,13,5,29.1667,9.7826
4042,0,23554,1741130,179,177,2024-02-11 14:00:00,5,2023,2,0,Lorient,Reims,2.29027,1.17008,0.6602,0.1891,0.1507,Ligue 1,17,23,5,6,6,9,6.8333,19.375
4043,0,23565,1741153,177,210,2024-02-18 16:05:00,5,2023,1,1,Reims,Lens,1.04087,1.45983,0.2395,0.2995,0.461,Ligue 1,11,9,2,1,0,4,19.8125,12.1364
4044,0,23571,1741137,282,177,2024-02-25 14:00:00,5,2023,1,2,Le Havre,Reims,1.71847,3.16987,0.1086,0.1627,0.7287,Ligue 1,17,16,4,5,1,6,15.5333,11.4762
4045,0,23600,1741270,177,180,2024-03-17 14:00:00,5,2023,2,1,Reims,Metz,1.57996,1.12407,0.4832,0.2678,0.249,Ligue 1,17,12,7,4,7,3,37.2857,5.04
4046,0,23609,1741279,178,177,2024-03-30 20:00:00,5,2023,1,1,Lyon,Reims,2.12533,1.48533,0.5363,0.2374,0.2263,Ligue 1,16,17,3,5,11,7,12.56,6.7308
4047,0,23625,1741295,225,177,2024-04-13 15:00:00,5,2023,3,1,Strasbourg,Reims,2.30507,0.739073,0.7936,0.1476,0.0588,Ligue 1,13,8,6,2,3,1,7.5484,16.8947
4050,0,23373,1741061,225,178,2023-08-13 18:45:00,5,2023,2,1,Strasbourg,Lyon,1.16184,2.05387,0.1635,0.2392,0.5973,Ligue 1,8,23,2,7,1,10,6.24,19.5
4051,0,23412,1741249,178,282,2023-09-17 18:45:00,5,2023,0,0,Lyon,Le Havre,1.83314,1.25165,0.5069,0.2669,0.2262,Ligue 1,23,7,7,0,17,4,12.0714,9.625
4052,0,23424,1741173,241,178,2023-09-23 19:00:00,5,2023,1,0,Brest,Lyon,2.54509,0.254128,0.9018,0.0838,0.0144,Ligue 1,27,6,11,3,11,4,6.6061,5.5152
4053,0,23437,1741186,178,179,2023-10-08 13:00:00,5,2023,3,3,Lyon,Lorient,1.3787,1.07853,0.4275,0.332,0.2405,Ligue 1,9,6,6,5,3,3,12.85,7.359
4054,0,23448,1741197,178,270,2023-10-22 18:45:00,5,2023,1,2,Lyon,Clermont Foot,1.73586,1.28994,0.4737,0.2557,0.2706,Ligue 1,25,12,6,5,17,5,12.0476,5.2162
4055,0,23467,1741216,178,180,2023-11-05 12:00:00,5,2023,1,1,Lyon,Metz,1.8478,0.667193,0.7159,0.2005,0.0836,Ligue 1,15,10,4,5,8,1,13.3077,6.0968
4056,0,23493,1741718,210,178,2023-12-02 16:00:00,5,2023,3,2,Lens,Lyon,2.66019,3.02776,0.3116,0.2265,0.4619,Ligue 1,10,12,7,7,9,7,23.6667,9.3929
4057,0,23530,1741103,282,178,2024-01-14 16:05:00,5,2023,3,1,Le Havre,Lyon,1.47292,0.873358,0.5154,0.2911,0.1935,Ligue 1,14,9,7,2,6,8,17.6429,13.0
4058,0,23570,1741139,180,178,2024-02-23 20:00:00,5,2023,1,2,Metz,Lyon,1.76992,1.25668,0.5028,0.2629,0.2343,Ligue 1,15,11,4,5,1,6,6.32,10.963
4059,0,23581,1741146,178,210,2024-03-03 19:45:00,5,2023,0,3,Lyon,Lens,2.13225,3.35268,0.1395,0.1783,0.6822,Ligue 1,13,18,4,8,6,9,9.069,34.875
4060,0,23590,1741260,179,178,2024-03-09 16:00:00,5,2023,0,2,Lorient,Lyon,0.279234,2.37921,0.0092,0.0601,0.9307,Ligue 1,9,13,0,6,4,5,11.5417,27.0769
4061,0,23628,1741298,178,241,2024-04-14 18:45:00,5,2023,4,3,Lyon,Brest,1.8478,1.7183,0.4083,0.2589,0.3328,Ligue 1,16,22,8,7,6,8,8.4444,7.6296
4064,0,23404,1741241,282,179,2023-09-03 13:00:00,5,2023,3,0,Le Havre,Lorient,1.70033,0.675614,0.6458,0.2334,0.1208,Ligue 1,17,9,6,2,7,7,25.7273,21.7222
4065,0,23465,1741214,179,210,2023-11-04 16:00:00,5,2023,0,0,Lorient,Lens,0.521851,0.707799,0.2485,0.4112,0.3403,Ligue 1,7,14,2,7,3,11,6.475,10.4583
4066,0,23472,1741697,270,179,2023-11-12 14:00:00,5,2023,1,0,Clermont Foot,Lorient,1.40549,0.58473,0.6202,0.2712,0.1086,Ligue 1,17,10,6,3,6,5,20.0,8.1379
4067,0,23482,1741707,179,180,2023-11-26 14:00:00,5,2023,2,3,Lorient,Metz,1.37412,1.85366,0.2395,0.2632,0.4973,Ligue 1,11,14,5,5,5,3,18.0,4.7143
4068,0,23508,1741733,179,225,2023-12-17 14:00:00,5,2023,1,2,Lorient,Strasbourg,1.17121,1.76122,0.2023,0.2782,0.5195,Ligue 1,7,12,1,9,8,5,10.8846,10.7407
4069,0,23523,1741748,241,179,2023-12-20 20:00:00,5,2023,4,0,Brest,Lorient,1.59135,0.456656,0.7061,0.22,0.0739,Ligue 1,12,7,7,3,7,2,12.5313,11.2174
4070,0,23536,1741109,179,282,2024-01-28 14:00:00,5,2023,3,3,Lorient,Le Havre,1.63382,1.35726,0.4256,0.2902,0.2842,Ligue 1,13,14,6,5,7,6,7.8462,12.1
4071,0,23549,1741122,180,179,2024-02-04 14:00:00,5,2023,1,2,Metz,Lorient,0.822983,1.37239,0.2097,0.2826,0.5077,Ligue 1,10,12,3,4,3,6,11.1765,15.4737
4072,0,23560,1741143,225,179,2024-02-18 12:00:00,5,2023,1,3,Strasbourg,Lorient,1.71908,2.13729,0.2873,0.2345,0.4782,Ligue 1,18,13,4,6,12,4,16.0,6.7714
4073,0,23607,1741277,179,241,2024-03-31 12:00:00,5,2023,0,1,Lorient,Brest,1.41137,0.429902,0.6565,0.2526,0.0909,Ligue 1,11,10,5,2,13,7,13.0,11.5455
4076,0,23395,1741232,270,180,2023-08-27 13:00:00,5,2023,0,1,Clermont Foot,Metz,0.540615,0.791472,0.2176,0.3822,0.4002,Ligue 1,16,10,4,5,5,2,23.4706,4.3529
4077,0,23415,1741252,210,180,2023-09-16 19:00:00,5,2023,0,1,Lens,Metz,1.61194,0.629577,0.6045,0.2753,0.1202,Ligue 1,31,2,10,2,14,2,23.0,4.5455
4078,0,23422,1741171,180,225,2023-09-24 11:00:00,5,2023,0,1,Metz,Strasbourg,1.03805,0.456135,0.5157,0.3441,0.1402,Ligue 1,13,4,1,1,2,3,12.6,9.9286
4079,0,23458,1741207,180,282,2023-10-29 14:00:00,5,2023,0,0,Metz,Le Havre,0.469858,0.890469,0.1729,0.3739,0.4532,Ligue 1,9,12,3,1,3,6,7.7692,12.3043
4080,0,23504,1741729,180,241,2023-12-10 14:00:00,5,2023,0,1,Metz,Brest,0.632144,0.219846,0.459,0.4429,0.0981,Ligue 1,6,4,3,3,2,1,3.5789,15.6818
4081,0,23595,1741265,180,270,2024-03-10 14:00:00,5,2023,1,0,Metz,Clermont Foot,1.82804,0.624762,0.7229,0.1986,0.0785,Ligue 1,11,13,2,6,3,8,7.3333,16.2105
4082,0,23622,1741292,241,180,2024-04-07 11:00:00,5,2023,4,3,Brest,Metz,4.51637,2.08036,0.846,0.0953,0.0587,Ligue 1,24,8,10,6,7,3,21.0,6.129
4083,0,23631,1741301,180,210,2024-04-12 19:00:00,5,2023,2,1,Metz,Lens,0.802713,1.90927,0.1075,0.209,0.6835,Ligue 1,11,17,5,2,1,10,5.2308,33.8
4084,0,23639,1741309,282,180,2024-04-21 13:00:00,5,2023,0,1,Le Havre,Metz,0.649411,1.50162,0.1305,0.2457,0.6238,Ligue 1,16,9,4,2,5,1,10.9048,10.8462
4086,0,23378,1741076,241,210,2023-08-12 18:00:00,5,2023,3,2,Brest,Lens,2.91934,0.960002,0.8525,0.1051,0.0424,Ligue 1,15,10,8,2,4,6,10.8421,7.5926
4087,0,23425,1741174,225,210,2023-09-29 19:00:00,5,2023,0,1,Strasbourg,Lens,0.305015,1.52229,0.0489,0.1996,0.7515,Ligue 1,8,9,2,2,4,4,11.8846,17.6316
4088,0,23451,1741200,282,210,2023-10-20 19:00:00,5,2023,0,0,Le Havre,Lens,1.84471,1.96292,0.3437,0.2499,0.4064,Ligue 1,14,13,5,7,2,11,7.7308,12.9565
4089,0,23485,1741710,270,210,2023-11-25 16:00:00,5,2023,0,3,Clermont Foot,Lens,1.84299,2.53223,0.2347,0.2254,0.5399,Ligue 1,13,16,4,10,3,7,11.1034,15.0435
4090,0,23558,1741136,210,225,2024-02-10 16:00:00,5,2023,3,1,Lens,Strasbourg,1.91964,1.66695,0.4354,0.2614,0.3032,Ligue 1,10,19,6,5,5,10,9.7407,12.6818
4091,0,23593,1741263,210,241,2024-03-09 20:00:00,5,2023,1,0,Lens,Brest,0.751467,0.522507,0.3917,0.3976,0.2107,Ligue 1,6,9,2,3,4,7,9.6667,14.1364
4092,0,23619,1741289,210,282,2024-04-06 15:00:00,5,2023,1,1,Lens,Le Havre,1.03136,1.54783,0.2004,0.2853,0.5143,Ligue 1,18,11,8,3,3,7,11.5238,6.1667
4093,0,23637,1741307,210,270,2024-04-20 19:00:00,5,2023,1,0,Lens,Clermont Foot,2.80705,0.617299,0.8839,0.0892,0.0269,Ligue 1,17,8,4,1,8,4,7.9286,8.6875
4094,0,23462,1741211,225,270,2023-11-05 14:00:00,5,2023,0,0,Strasbourg,Clermont Foot,1.55966,1.05162,0.4924,0.2755,0.2321,Ligue 1,18,10,5,2,4,9,8.3704,22.2353
4095,0,23478,1741703,241,225,2023-12-07 19:30:00,5,2023,1,1,Brest,Strasbourg,0.993441,1.26839,0.2593,0.3026,0.4381,Ligue 1,13,9,3,5,6,11,17.9412,10.0
4096,0,23498,1741723,225,282,2023-12-10 14:00:00,5,2023,2,1,Strasbourg,Le Havre,1.50877,1.62211,0.3266,0.2883,0.3851,Ligue 1,12,15,3,3,1,8,11.0,14.7
4097,0,23539,1741112,270,225,2024-01-28 14:00:00,5,2023,1,1,Clermont Foot,Strasbourg,1.53045,1.31652,0.3932,0.311,0.2958,Ligue 1,14,6,6,2,3,6,12.4583,12.0
4098,0,23577,1741125,225,241,2024-02-24 20:00:00,5,2023,0,3,Strasbourg,Brest,0.147244,1.75632,0.0139,0.1107,0.8754,Ligue 1,6,15,2,8,1,8,10.2692,9.4138
4100,0,23387,1741224,282,241,2023-08-20 13:00:00,5,2023,1,2,Le Havre,Brest,0.866995,1.60466,0.1745,0.245,0.5805,Ligue 1,18,10,7,5,11,3,7.0,7.64
4101,0,23496,1741721,241,270,2023-12-03 14:00:00,5,2023,3,0,Brest,Clermont Foot,1.30229,0.605084,0.5918,0.2839,0.1243,Ligue 1,12,10,7,1,4,7,12.8929,11.1364
4102,0,23557,1741134,270,241,2024-02-11 14:00:00,5,2023,1,1,Clermont Foot,Brest,1.19719,1.35687,0.3099,0.2987,0.3914,Ligue 1,7,15,2,9,7,8,9.7273,15.4444
4103,0,23586,1741156,241,282,2024-03-03 14:00:00,5,2023,1,0,Brest,Le Havre,1.2486,0.427329,0.6179,0.2761,0.106,Ligue 1,8,11,4,2,5,4,14.5,6.3846
4104,0,23421,1741170,282,270,2023-09-24 13:00:00,5,2023,2,1,Le Havre,Clermont Foot,1.01727,0.716065,0.4343,0.3317,0.234,Ligue 1,9,11,3,4,3,8,6.0,17.95
4105,0,23599,1741269,270,282,2024-03-17 14:00:00,5,2023,2,1,Clermont Foot,Le Havre,1.17889,1.13876,0.3655,0.3222,0.3123,Ligue 1,9,14,4,5,4,6,11.3333,16.3125
4106,0,19652,1643703,160,275,2022-08-07 13:00:00,5,2022,4,1,Lille,Auxerre,1.29993,0.769926,0.4934,0.3017,0.2049,Ligue 1,16,10,7,2,15,7,23.6875,14.1667
4107,0,19658,1643720,168,160,2022-08-12 19:00:00,5,2022,1,1,Nantes,Lille,2.07994,2.53444,0.2781,0.2515,0.4704,Ligue 1,10,16,1,5,1,10,5.7727,16.1364
4108,0,19671,1643729,160,161,2022-08-21 18:45:00,5,2022,1,7,Lille,Paris Saint Germain,1.50337,4.37042,0.029,0.0663,0.9047,Ligue 1,16,16,10,9,4,17,14.08,17.3913
4109,0,19678,1643736,274,160,2022-08-26 19:00:00,5,2022,1,3,Ajaccio,Lille,0.513092,1.80552,0.0604,0.1715,0.7681,Ligue 1,13,7,2,4,2,6,9.1765,14.9048
4110,0,19690,1643748,160,170,2022-08-31 19:00:00,5,2022,1,2,Lille,Nice,0.936389,1.54373,0.1573,0.2649,0.5778,Ligue 1,18,3,6,2,8,1,17.7222,8.5909
4111,0,19702,1643810,166,160,2022-09-04 11:00:00,5,2022,1,3,Montpellier,Lille,0.460323,1.28228,0.1276,0.3023,0.5701,Ligue 1,4,26,2,7,0,15,3.8077,30.1
4112,0,19712,1643820,164,160,2022-09-10 19:00:00,5,2022,2,1,Marseille,Lille,2.25737,0.774912,0.7816,0.1536,0.0648,Ligue 1,14,7,7,3,7,5,9.3077,6.5161
4113,0,19721,1643829,160,174,2022-09-17 19:00:00,5,2022,2,1,Lille,Toulouse,1.16749,0.882322,0.4346,0.3129,0.2525,Ligue 1,10,14,4,5,4,2,5.3846,7.9429
4114,0,19732,1643890,179,160,2022-10-02 11:00:00,5,2022,2,1,Lorient,Lille,0.51274,1.83189,0.0785,0.1991,0.7224,Ligue 1,7,20,4,4,4,17,5.7273,12.8333
4115,0,19740,1643898,160,210,2022-10-09 18:45:00,5,2022,1,0,Lille,Lens,2.37665,1.04543,0.7626,0.179,0.0584,Ligue 1,12,10,6,3,10,1,8.04,7.4324
4116,0,19754,1643912,225,160,2022-10-14 19:00:00,5,2022,0,3,Strasbourg,Lille,0.366401,2.59097,0.0154,0.068,0.9166,Ligue 1,12,10,1,7,5,7,8.28,9.4474
4117,0,19761,1643919,160,171,2022-10-23 18:45:00,5,2022,4,3,Lille,Monaco,2.49712,1.76468,0.5518,0.2397,0.2085,Ligue 1,20,9,7,6,8,6,16.5556,10.4667
4118,0,19772,1643930,178,160,2022-10-30 19:45:00,5,2022,1,0,Lyon,Lille,1.19346,1.62118,0.2537,0.2849,0.4614,Ligue 1,6,15,3,5,9,10,7.5152,10.1212
4119,0,19782,1643940,160,163,2022-11-06 16:05:00,5,2022,1,1,Lille,Rennes,2.72861,0.800938,0.8494,0.1219,0.0287,Ligue 1,19,2,7,2,8,0,14.6957,9.7917
4120,0,19790,1643948,160,167,2022-11-13 14:00:00,5,2022,1,0,Lille,Angers,1.07614,0.448121,0.5454,0.3161,0.1385,Ligue 1,9,8,4,2,1,5,18.6316,8.6667
4121,0,19800,1643958,270,160,2022-12-28 18:00:00,5,2022,0,2,Clermont Foot,Lille,0.511123,1.79335,0.0647,0.1911,0.7442,Ligue 1,9,14,3,3,7,10,6.2941,15.35
4122,0,19811,1643969,160,177,2023-01-02 16:00:00,5,2022,1,1,Lille,Reims,2.68973,1.23599,0.7257,0.1721,0.1022,Ligue 1,14,9,5,6,19,2,14.6296,10.8
4123,0,19826,1643984,241,160,2023-01-11 18:00:00,5,2022,0,0,Brest,Lille,0.567145,0.952742,0.1993,0.3616,0.4391,Ligue 1,5,11,0,4,1,10,5.0,17.72
4124,0,19830,1643988,160,172,2023-01-15 12:00:00,5,2022,5,1,Lille,Troyes,4.30681,0.981489,0.9485,0.0393,0.0122,Ligue 1,23,10,13,2,10,1,23.3684,12.6842
4125,0,19842,1643760,170,160,2023-01-29 12:00:00,5,2022,1,0,Nice,Lille,1.38874,2.06969,0.2196,0.2361,0.5443,Ligue 1,12,16,6,7,6,8,11.3913,17.6667
4126,0,19851,1643769,160,270,2023-02-01 18:00:00,5,2022,0,0,Lille,Clermont Foot,1.75188,1.53598,0.4033,0.2916,0.3051,Ligue 1,22,13,5,5,11,3,17.8125,4.55
4127,0,19866,1643784,163,160,2023-02-04 20:00:00,5,2022,1,3,Rennes,Lille,2.18737,2.35242,0.3366,0.2516,0.4118,Ligue 1,10,15,6,6,3,12,7.8077,12.1071
4128,0,19872,1643790,160,225,2023-02-12 14:00:00,5,2022,2,0,Lille,Strasbourg,3.65427,0.174274,0.9865,0.012,0.0015,Ligue 1,14,5,10,0,12,1,25.4211,8.16
4129,0,19881,1643799,161,160,2023-02-19 12:00:00,5,2022,4,3,Paris Saint Germain,Lille,2.09603,3.20773,0.162,0.1822,0.6558,Ligue 1,12,16,10,7,11,10,6.6512,15.1053
4130,0,19894,1643842,160,241,2023-02-24 20:00:00,5,2022,2,1,Lille,Brest,0.77221,0.20242,0.4749,0.4299,0.0952,Ligue 1,18,3,4,0,10,0,20.6429,6.3077
4131,0,19902,1643850,210,160,2023-03-04 16:00:00,5,2022,1,1,Lens,Lille,0.616556,1.90081,0.0882,0.1911,0.7207,Ligue 1,9,11,1,6,3,9,7.85,12.5385
4132,0,19915,1643863,160,178,2023-03-10 20:00:00,5,2022,3,3,Lille,Lyon,2.35286,1.0584,0.7302,0.1832,0.0866,Ligue 1,8,6,6,5,4,5,8.2973,6.2353
4133,0,19926,1643874,174,160,2023-03-18 16:00:00,5,2022,0,2,Toulouse,Lille,2.05248,1.96469,0.3978,0.2459,0.3563,Ligue 1,16,18,4,5,8,15,18.3125,10.6667
4134,0,19933,1643881,160,179,2023-04-02 11:00:00,5,2022,3,1,Lille,Lorient,1.96183,0.0956693,0.8827,0.1072,0.0101,Ligue 1,20,2,7,1,13,3,17.381,9.0385
4135,0,19939,1643997,167,160,2023-04-08 15:00:00,5,2022,1,0,Angers,Lille,1.03911,1.06957,0.3266,0.3526,0.3208,Ligue 1,7,15,5,5,2,12,3.9375,13.4762
4136,0,19951,1644009,160,166,2023-04-16 11:00:00,5,2022,2,1,Lille,Montpellier,2.31737,0.515081,0.8588,0.1199,0.0213,Ligue 1,17,4,7,1,11,2,13.4545,5.5385
4137,0,19959,1644017,275,160,2023-04-22 15:00:00,5,2022,1,1,Auxerre,Lille,1.0782,3.08943,0.03,0.0976,0.8724,Ligue 1,8,14,4,6,1,13,8.1429,17.375
4138,0,19970,1644028,160,274,2023-04-29 14:00:00,5,2022,3,0,Lille,Ajaccio,1.55851,0.360442,0.7462,0.2059,0.0479,Ligue 1,10,2,5,0,11,2,25.8,8.0
4139,0,19986,1644044,177,160,2023-05-06 17:00:00,5,2022,1,0,Reims,Lille,2.07452,1.42756,0.5465,0.2848,0.1687,Ligue 1,14,11,4,5,10,8,7.7,8.9677
